date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:28:29	2178/2178	---MCZ	200	added ('OK')	application/json	date:Sat,%2017%20Dec%202022%2002:28:28%20GMT	https://penedotem.com.br/wrb1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpenedotem.com.br%2Fwrb1%2F	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/wp-json/oembed/1.0/embedc362.json	(from https://penedotem.com.br/wrb1/)
23:28:29	2276/2276	---MCZ	200	added ('OK')	text/xml	date:Sat,%2017%20Dec%202022%2002:28:28%20GMT	https://penedotem.com.br/wrb1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpenedotem.com.br%2Fwrb1%2F&format=xml	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/wp-json/oembed/1.0/embed0b10	(from https://penedotem.com.br/wrb1/)
23:28:31	69940/69940	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2002:28:30%20GMT	https://penedotem.com.br/wrb1/about/	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/about/index.html	(from https://penedotem.com.br/wrb1/)
23:28:32	68499/68499	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2002:28:30%20GMT	https://penedotem.com.br/wrb1/contact/	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/contact/index.html	(from https://penedotem.com.br/wrb1/)
23:28:32	1106190/1106190	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2018:31:57%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/course01-1.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/course01-1.jpg	(from https://penedotem.com.br/wrb1/)
23:28:32	1715192/1715192	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2017:23:27%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/home-header01.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/home-header01.jpg	(from https://penedotem.com.br/wrb1/)
23:28:32	77973/77973	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2002:28:31%20GMT	https://penedotem.com.br/wrb1/courses/	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/courses/index.html	(from https://penedotem.com.br/wrb1/)
23:28:33	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202022%2002:28:32%20GMT	https://penedotem.com.br/wrb1/{{{button_url}}}	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/{{{button_url}}}	(from https://penedotem.com.br/wrb1/)
23:28:33	49629/49629	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Dec%202022%2002:28:32%20GMT	https://penedotem.com.br/wrb1/button_url	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/button_url	(from https://penedotem.com.br/wrb1/)
23:28:34	206894/206894	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2023:41:13%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/study01-2.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/study01-2.jpg	(from https://penedotem.com.br/wrb1/)
23:28:34	152776/152776	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2023:42:19%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/study02-1.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/study02-1.jpg	(from https://penedotem.com.br/wrb1/)
23:28:35	226863/226863	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2023:44:16%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/study03-2.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/study03-2.jpg	(from https://penedotem.com.br/wrb1/)
23:28:35	101508/101508	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2018:32:16%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/home01-1-922x1024.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/home01-1-922x1024.jpg	(from https://penedotem.com.br/wrb1/)
23:28:36	1318971/1318971	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2018:32:10%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/home01-1.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/home01-1.jpg	(from https://penedotem.com.br/wrb1/)
23:28:36	220798/220798	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2018:11:47%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/study01-1.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/study01-1.jpg	(from https://penedotem.com.br/wrb1/)
23:28:36	107262/107262	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2018:11:50%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/study01-1-1024x1024.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/study01-1-1024x1024.jpg	(from https://penedotem.com.br/wrb1/)
23:28:36	76639/76639	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2020:15:49%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/about01-1-921x1024.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/about01-1-921x1024.jpg	(from https://penedotem.com.br/wrb1/)
23:28:37	76930/76930	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2020:15:57%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/course01-2-861x1024.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/course01-2-861x1024.jpg	(from https://penedotem.com.br/wrb1/)
23:28:38	959518/959518	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2020:15:47%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/about01-1.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/about01-1.jpg	(from https://penedotem.com.br/wrb1/)
23:28:39	959518/959518	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2018:02:58%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/about01.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/about01.jpg	(from https://penedotem.com.br/wrb1/)
23:28:39	103083/103083	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Oct%202022%2000:03:22%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/event03-1.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/event03-1.jpg	(from https://penedotem.com.br/wrb1/)
23:28:40	190376/190376	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Oct%202022%2000:01:24%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/event02-1.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/event02-1.jpg	(from https://penedotem.com.br/wrb1/)
23:28:40	1106190/1106190	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2020:15:53%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/course01-2.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/course01-2.jpg	(from https://penedotem.com.br/wrb1/)
23:28:41	114919/114919	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Oct%202022%2015:56:47%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/background02.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/background02.jpg	(from https://penedotem.com.br/wrb1/)
23:28:41	145726/145726	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Oct%202022%2000:05:07%20GMT	https://penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/event04.jpg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/sitepad-data/uploads/2022/10/event04.jpg	(from https://penedotem.com.br/wrb1/)
23:28:41	1403/1403	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-inc/js/wp-embed.min.js?ver=5.1.6	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-inc/js/wp-embed.minb62d.js	(from https://penedotem.com.br/wrb1/)
23:28:42	7303/7303	---MC-	200	added ('OK')	image/gif	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/loading.gif	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/loading.gif	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:42	30871/30871	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2002:28:41%20GMT	https://penedotem.com.br/wrb1/?pagelayer-template=footer	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/indexf03c.html	(from https://penedotem.com.br/wrb1/)
23:28:42	1377/1377	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/prev.png	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/prev.png	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:42	1329/1329	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/next.png	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/next.png	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:42	1222/1222	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/close.png	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/close.png	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:43	18134/18134	---MC-	200	added ('OK')	image/gif	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/loading@2x.gif	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/loading@2x.gif	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:43	1746/1746	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/prev@2x.png	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/prev@2x.png	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:43	1839/1839	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/next@2x.png	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/next@2x.png	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:44	1690/1690	---MC-	200	added ('OK')	image/png	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/close@2x.png	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/images/nivo-icons/close@2x.png	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:44	49805/49805	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Dec%202022%2002:28:43%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/owl.video.play.png	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/owl.video.play.png	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:45	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400.eot	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400.eot	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:45	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400.eot?	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400d41d.eot	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:45	76736/76736	---MCZ	200	added ('OK')	font/woff2	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400.woff2	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400.woff2	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:45	89988/89988	---MCZ	200	added ('OK')	font/woff	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400.woff	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400.woff	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:45	133988/133988	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400.ttf	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400.ttf	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:46	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400.eot	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400.eot	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:47	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400.eot?	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400d41d.eot	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:47	13224/13224	---MCZ	200	added ('OK')	font/woff2	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400.woff2	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400.woff2	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:47	16276/16276	---MCZ	200	added ('OK')	font/woff	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400.woff	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400.woff	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:47	33736/33736	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400.ttf	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400.ttf	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:48	747927/747927	---MC-	200	added ('OK')	image/svg+xml	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400.svg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-brands-400.svg	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
23:28:48	144714/144714	---MC-	200	added ('OK')	image/svg+xml	date:Wed,%2014%20Dec%202022%2009:03:36%20GMT	https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400.svg	C:/Users/Diogo/Desktop/Autismo/j/penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/fonts/fa-regular-400.svg	(from https://penedotem.com.br/wrb1/site-data/plugins/pagelayer-pro/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium=%2Cpremium-frontend.css&ver=1.7.2)
